id,username,password,first_name,last_name,age,avatar,descripcion,posicion,goles,asistencias,tarjetas_amarillas,tarjetas_rojas,partidos_jugados,porterias_imbatidas,titular,enabled,roles,id_equipo
215,tachi,{noop}pass,Alberto,Rodriguez,23,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,11
216,rely,{noop}pass,Rodrigo,Ely,27,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,11
217,maguirregabiria,{noop}pass,Martin,Aguirregabiria,25,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,11
218,ppons,{noop}pass,Pere,Pons,28,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,11
219,mgarcia,{noop}pass,Manu,Garcia,35,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,11
220,jota,{noop}pass,Jota,Peleteiro,29,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,11
221,fpellistri,{noop}pass,Facundo,Pellistri,19,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,11
222,jguidetti,{noop}pass,John,Guidetti,29,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,11
223,cbravo,{noop}pass,Claudio,Bravo,38,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,12
224,emerson,{noop}pass,Emerson,Royal,22,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,12
225,amandi,{noop}pass,Aissa,Mandi,29,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,12
226,mbartra,{noop}pass,Marc,Bartra,30,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,12
227,amoreno,{noop}pass,Alex,Moreno,27,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,12
228,grodriguez,{noop}pass,Guido,Rodriguez,27,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,12
229,scanales,{noop}pass,Sergio,Canales,30,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,12
230,nfekir,{noop}pass,Nabil,Fekir,27,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,12
231,aruibal,{noop}pass,Aitor,Ruibal,25,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,12
232,jsanchez,{noop}pass,Joaquin,Sanchez,39,user.jpg,Capitán,Mediocentro,0,0,0,0,0,0,true,true,USER,12
233,biglesias,{noop}pass,Borja,Iglesias,28,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,12
234,jrobles,{noop}pass,Joel,Robles,30,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,12
235,vruiz,{noop}pass,Victor,Ruiz,32,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,12
236,mmontoya,{noop}pass,Martin,Montoya,30,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,12
237,jmiranda,{noop}pass,Juan,Miranda,21,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,12
238,aguardado,{noop}pass,Andres,Guardado,34,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,12
239,wcarvalho,{noop}pass,William,Carvalho,29,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,12
240,dlainez,{noop}pass,Diego,Lainez,20,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,12
241,ctello,{noop}pass,Cristian,Tello,29,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,12
242,lmoron,{noop}pass,Loren,Moron,27,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,12
243,jmasip,{noop}pass,Jordi,Masip,32,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,13
244,sjanko,{noop}pass,Saidy,Janko,25,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,13
245,jfernandez,{noop}pass,Joaquin,Fernandez,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,13
246,jelyamiq,{noop}pass,Jawad,El Yamiq,29,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,13
247,lolazav,{noop}pass,Lucas,Olaza,26,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,13
248,rmesa,{noop}pass,Roque,Mesa,31,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,13
249,ralcaraz,{noop}pass,Ruben,Alcaraz,30,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,13
250,forellana,{noop}pass,Fabian,Orellana,35,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,13
251,oplano,{noop}pass,Oscar,Plano,30,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,13
252,sweissman,{noop}pass,Shon,Weissman,25,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,13
253,sguardiola,{noop}pass,Sergi,Guardiola,29,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,13
254,rjimenez,{noop}pass,Roberto,Jimenez,35,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,13
255,bbruno,{noop}pass,Bruno,Gonzalez,30,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,13
256,jsanchezva,{noop}pass,Javi,Sanchez,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,13
257,lpocho,{noop}pass,Pablo,Hervias,28,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,13
258,nmarcos,{noop}pass,Nacho,Martinez,32,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,13
259,fede,{noop}pass,Fede,San Emeterio,24,user.jpg,Capitán,Mediocentro,0,0,0,0,0,0,false,true,USER,13
260,kike,{noop}pass,Kike,Perez,24,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,13
261,wdo,{noop}pass,Waldo,Rubio,25,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,13
262,toni,{noop}pass,Toni,Villa,25,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,13
263,marcosandre,{noop}pass,Marcos,Andre,24,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,13
264,aremirez,{noop}pass,Alex,Remiro,26,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,14
265,agorozabel,{noop}pass,Andoni,Gorosabel,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,14
266,aelustondo,{noop}pass,Aritz,Elustondo,27,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,14
267,rnormand,{noop}pass,Robin,Le Normand,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,14
268,nmonreal,{noop}pass,Nacho,Monreal,35,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,14
269,iguevara,{noop}pass,Igor,Guevara,24,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,14
270,mmerino,{noop}pass,Mikel,Merino,24,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,14
271,dsilva,{noop}pass,David,Silva,35,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,14
272,molarzabal,{noop}pass,Mikel,Oyarzabal,24,user.jpg,Capitán,Delantero,0,0,0,0,0,0,true,true,USER,14
273,aisak,{noop}pass,Alexander,Isak,21,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,14
274,pportu,{noop}pass,Portu,Manzanera,28,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,14
275,mmoya,{noop}pass,Miguel,Moya,37,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,14
276,jzaldua,{noop}pass,Joseba,Zaldua,28,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,14
277,isubeldia,{noop}pass,Igor,Zubeldia,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,14
278,amunoz,{noop}pass,Aihen,Munoz,23,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,14
279,mzubi,{noop}pass,Martin,Zubimendi,22,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,14
280,aillarramendi,{noop}pass,Asier,Illarramendi,31,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,14
281,jjanuzaj,{noop}pass,Adnan,Januzaj,26,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,14
282,cfernandez,{noop}pass,Carlos,Fernandez,24,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,14
283,abbarrenetxea,{noop}pass,Ander,Barrenetxea,19,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,14
284,sasenjo,{noop}pass,Sergio,Asenjo,31,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,15
285,mario,{noop}pass,Mario,Gaspar,30,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,15
286,ralbiol,{noop}pass,Raul,Albiol,35,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,15
287,ptorres,{noop}pass,Pau,Torres,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,15
288,apedraza,{noop}pass,Alfonso,Pedraza,25,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,15
289,ecapoue,{noop}pass,Etienne,Capoue,32,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,15
290,dparejo,{noop}pass,Dani,Parejo,32,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,15
291,mguillamon,{noop}pass,Moi,Gomez,26,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,15
292,gmoreno,{noop}pass,Gerard,Moreno,29,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,15
293,paceri,{noop}pass,Paco,Alcacer,27,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,15
294,cchukwueze,{noop}pass,Samuel,Chukwueze,22,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,15
295,grulli,{noop}pass,Geronimo,Rulli,29,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,15
296,rpena,{noop}pass,Ruben,Pena,29,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,15
297,pstupinan,{noop}pass,Pervis,Estupinan,23,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,15
298,fcoquelin,{noop}pass,Francis,Coquelin,30,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,15
299,viborrr,{noop}pass,Vicente,Iborra,33,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,15
300,mtiro,{noop}pass,Manu,Trigueros,29,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,15
301,ybino,{noop}pass,Yeremi,Pino,18,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,15
302,fbach,{noop}pass,Fernando,Nino,20,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,15
303,afdez,{noop}pass,Aitor,Fernandez,30,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,16
304,jmiramon,{noop}pass,Jorge,Miramon,31,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,16
305,spostigo,{noop}pass,Sergio,Postigo,32,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,16
306,rvezo,{noop}pass,Ruben,Vezo,27,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,16
307,cclerc,{noop}pass,Carlos,Clerc,29,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,16
308,mmalsa,{noop}pass,Mickael,Malsa,25,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,16
309,nradoja,{noop}pass,Nemanja,Radoja,28,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,16
310,jmorales,{noop}pass,Jose Luis,Morales,33,user.jpg,Capitán,Delantero,0,0,0,0,0,0,true,true,USER,16
311,jdefrutos,{noop}pass,Jorge,de Frutos,24,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,16
312,rmarti,{noop}pass,Roger,Marti,30,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,16
313,dgomez,{noop}pass,Dani,Gomez,22,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,16
314,dcardenas,{noop}pass,Dani,Cardenas,24,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,16
315,oduarte,{noop}pass,Oscar,Duarte,31,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,16
316,rpier,{noop}pass,Rober,Pier,26,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,16
317,coke,{noop}pass,Jorge,Andujar,34,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,16
318,gmelero,{noop}pass,Gonzalo,Melero,27,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,16
319,ebardhi,{noop}pass,Enis,Bardhi,25,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,16
320,rrochina,{noop}pass,Ruben,Rochina,30,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,16
321,jcampana,{noop}pass,Jose,Campana,27,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,16
322,sleon,{noop}pass,Sergio,Leon,32,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,16
323,jcillessen,{noop}pass,Jasper,Cillessen,32,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,17
324,tcorreia,{noop}pass,Thierry,Correia,22,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,17
325,gpaulista,{noop}pass,Gabriel,Paulista,30,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,17
326,mdiakhaby,{noop}pass,Mouctar,Diakhaby,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,17
327,jgaya,{noop}pass,Jose,Gaya,25,user.jpg,Capitán,Defensa,0,0,0,0,0,0,true,true,USER,17
328,csoler,{noop}pass,Carlos,Soler,24,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,17
329,uracic,{noop}pass,Uros,Racic,23,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,17
330,dwass,{noop}pass,Daniel,Wass,31,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,17
331,gguedes,{noop}pass,Goncalo,Guedes,24,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,17
332,mgomezv,{noop}pass,Maxi,Gomez,24,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,17
333,klee,{noop}pass,Kang-in,Lee,20,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,17
334,jdomenech,{noop}pass,Jaume,Domenech,30,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,17
335,hguillamon,{noop}pass,Hugo,Guillamon,21,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,17
336,ferro,{noop}pass,Francisco,Reis,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,17
337,tlato,{noop}pass,Toni,Lato,23,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,17
338,coliva,{noop}pass,Christian,Oliva,24,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,17
339,ymusah,{noop}pass,Yunus,Musah,18,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,17
340,ablanco,{noop}pass,Alex,Blanco,22,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,17
341,dcheryshev,{noop}pass,Denis,Cheryshev,30,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,17
342,mvallejo,{noop}pass,Manu,Vallejo,24,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,17
343,afernandezh,{noop}pass,Alvaro,Fernandez,23,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,18
344,plopez,{noop}pass,Pedro,Lopez,37,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,18
345,jpulido,{noop}pass,Jorge,Pulido,29,user.jpg,Capitán,Defensa,0,0,0,0,0,0,true,true,USER,18
346,dsiovas,{noop}pass,Dimitrios,Siovas,32,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,18
347,jgalan,{noop}pass,Javi,Galan,26,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,18
348,mrico,{noop}pass,Mikel,Rico,36,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,18
349,jseoane,{noop}pass,Jaime,Seoane,24,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,18
350,dferreiro,{noop}pass,David,Ferreiro,33,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,18
351,jontiveros,{noop}pass,Javi,Ontiveros,23,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,18
352,rmir,{noop}pass,Rafa,Mir,23,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,18
353,sramirez,{noop}pass,Sandro,Ramirez,25,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,18
354,afernandezpor,{noop}pass,Andres,Fernandez,34,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,18
355,pinsua,{noop}pass,Pablo,Insua,27,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,18
356,gsilva,{noop}pass,Gaston,Silva,27,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,18
357,pmaffeo,{noop}pass,Pablo,Maffeo,23,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,18
358,idoumbia,{noop}pass,Idrissa,Doumbia,23,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,18
359,pmosquera,{noop}pass,Pedro,Mosquera,33,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,18
360,bgarcia,{noop}pass,Borja,Garcia,30,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,18
361,sgomez,{noop}pass,Sergio,Gomez,20,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,18
362,sokazaki,{noop}pass,Shinji,Okazaki,35,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,18
363,joblak,{noop}pass,Jan,Oblak,28,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,19
364,ktrippier,{noop}pass,Kieran,Trippier,30,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,19
365,ssavic,{noop}pass,Stefan,Savic,30,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,19
366,jgimenez,{noop}pass,Jose Maria,Gimenez,26,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,19
367,mhermoso,{noop}pass,Mario,Hermoso,25,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,19
368,koke,{noop}pass,Jorge,Resurreccion,29,user.jpg,Capitán,Mediocentro,0,0,0,0,0,0,true,true,USER,19
369,mllorente,{noop}pass,Marcos,Llorente,26,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,19
370,ycarrasco,{noop}pass,Yannick,Carrasco,27,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,19
371,acorrea,{noop}pass,Angel,Correa,26,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,19
372,jfelix,{noop}pass,Joao,Felix,21,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,19
373,lsuarez,{noop}pass,Luis,Suarez,34,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,19
374,igrbic,{noop}pass,Ivo,Grbic,25,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,19
375,felipe,{noop}pass,Felipe,Monteiro,32,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,19
376,rlodi,{noop}pass,Renan,Lodi,23,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,19
377,svrsaljko,{noop}pass,Sime,Vrsaljko,29,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,19
378,hherrera,{noop}pass,Hector,Herrera,31,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,19
379,sniguez,{noop}pass,Saul,Niguez,26,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,19
380,gkondogbia,{noop}pass,Geoffrey,Kondogbia,28,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,19
381,tlemar,{noop}pass,Thomas,Lemar,25,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,19
382,mdembele,{noop}pass,Moussa,Dembele,24,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,19
383,ybounou,{noop}pass,Yassine,Bounou,30,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,20
384,jnavas,{noop}pass,Jesus,Navas,35,user.jpg,Capitán,Defensa,0,0,0,0,0,0,true,true,USER,20
385,jkounde,{noop}pass,Jules,Kounde,22,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,20
386,dcarlos,{noop}pass,Diego,Carlos,28,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,20
387,macuna,{noop}pass,Marcos,Acuna,29,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,20
388,freges,{noop}pass,Fernando,Reges,33,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,20
389,jjordan,{noop}pass,Joan,Jordan,26,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,20
390,irakitic,{noop}pass,Ivan,Rakitic,33,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,true,true,USER,20
391,suso,{noop}pass,Jesus,Suso,27,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,20
392,locampos,{noop}pass,Lucas,Ocampos,26,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,20
393,yennesyri,{noop}pass,Youssef,En-Nesyri,23,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,20
394,tvaclik,{noop}pass,Tomas,Vaclik,32,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,20
395,sgomezsev,{noop}pass,Sergi,Gomez,28,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,20
396,krekik,{noop}pass,Karim,Rekik,26,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,20
397,sescudero,{noop}pass,Sergio,Escudero,31,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,20
398,ngudelj,{noop}pass,Nemanja,Gudelj,29,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,20
399,otorres,{noop}pass,Oliver,Torres,26,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,20
400,fvazquez,{noop}pass,Franco,Vazquez,32,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,20
401,pgomez,{noop}pass,Papu,Gomez,33,user.jpg,Plantilla,Mediocentro,0,0,0,0,0,0,false,true,USER,20
402,ldejong,{noop}pass,Luuk,de Jong,30,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,20
403,jugador,{noop}jugador,Jugador1,Prueba1,30,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,
404,jugador2,{noop}jugador2,Jugador2,Prueba2,20,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,
405,arbitro2,{noop}arbitro2,Gil,Manzano,40,user.jpg,Juez implacable,Árbitro,0,0,0,0,0,0,false,true,ARBITRO,
406,mjohnson,{noop}pass,Matthew,Johnson,26,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,21
407,dsanchez,{noop}pass,Daniel,Sanchez,18,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,21
408,jdominguez,{noop}pass,Javier,Dominguez,35,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,21
409,mjones,{noop}pass,Matthew,Jones,23,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,21
410,rmuñoz,{noop}pass,Raul,Muñoz,23,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,21
411,jalonso,{noop}pass,Javier,Alonso,27,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,21
412,rperez,{noop}pass,Robert,Perez,18,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,21
413,jalonso1,{noop}pass,Javier,Alonso,26,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,true,true,USER,21
414,eruiz,{noop}pass,Ethan,Ruiz,28,user.jpg,Plantilla,Portero,0,0,0,0,0,0,true,true,USER,21
415,esmith,{noop}pass,Ethan,Smith,32,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,21
416,mmartin,{noop}pass,Miguel,Martin,19,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,21
417,jmartinez,{noop}pass,Javier,Martinez,31,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,21
418,edominguez,{noop}pass,Ethan,Dominguez,21,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,21
419,jmoreno,{noop}pass,Juan,Moreno,24,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,21
420,ljohnson,{noop}pass,Liam,Johnson,23,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,21
421,wdominguez,{noop}pass,William,Dominguez,19,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,21
422,jfernandez1,{noop}pass,Jorge,Fernandez,19,user.jpg,Plantilla,Portero,0,0,0,0,0,0,false,true,USER,21
423,jgomez,{noop}pass,Jorge,Gomez,34,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,false,true,USER,21
424,rmoreno,{noop}pass,Raul,Moreno,22,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,false,true,USER,21
425,fromero,{noop}pass,Fernando,Romero,32,user.jpg,Plantilla,Delantero,0,0,0,0,0,0,false,true,USER,21
426,jfernandez2,{noop}pass,Jorge,Fernandez,21,user.jpg,Capitán,Portero,0,0,0,0,0,0,true,true,USER,22
427,lfernandez,{noop}pass,Luis,Fernandez,29,user.jpg,Plantilla,Defensa,0,0,0,0,0,0,true,true,USER,22
428,walonso,{noop}pass,William,Alonso,23,user.jpg,Plantilla,Centrocampista,0,0,0,0,0,0,true,true,USER,22
